"order_num","customer_no","order_date","order_time","store_name","order_amt"
"52109","ad87cb7e","2024-02-22","18:01:17","好健康保健股份有限公司分公司_73","144"
"205904","e43db749","2025-06-05","13:31:55","好健康保健股份有限公司分公司_89","120"
"40264","8492d3bd","2024-01-13","11:12:04","好健康保健股份有限公司分公司_61","470"
"122603","81fe7b25","2024-09-27","11:52:17","好健康保健股份有限公司分公司_179","529"
"181721","2fbf9876","2025-03-23","15:17:38","好健康保健股份有限公司分公司_24","276"
"4645","f2af3a32","2023-09-18","15:44:09","好健康保健股份有限公司分公司_315","55"
"137279","5adf5610","2024-11-12","12:03:34","好健康保健股份有限公司分公司_90","1140"
"228539","8858011b","2025-08-22","15:58:02","好健康保健股份有限公司分公司_329","497"
"130731","d11afea8","2024-10-22","13:48:39","好健康保健股份有限公司分公司_259","2120"
"211965","daf3c400","2025-06-24","11:41:27","好健康保健股份有限公司分公司_87","4598"
"64962","b4966f1c","2024-04-04","17:07:05","好健康保健股份有限公司分公司_81","2683"
"20779","585387f2","2023-11-14","18:48:24","好健康保健股份有限公司分公司_23","1038"
"40331","fe07b49b","2024-01-13","14:27:11","好健康保健股份有限公司分公司_28","420"
"141748","2e464d33","2024-11-27","13:04:29","好健康保健股份有限公司分公司_73","900"
"2365","312b71af","2023-09-10","12:07:56","好健康保健股份有限公司分公司_26","5274"
"34877","3974b765","2023-12-27","17:47:44","好健康保健股份有限公司分公司_267","252"
"59392","988db3f7","2024-03-17","15:03:12","好健康保健股份有限公司分公司_144","420"
"199308","5dc56a17","2025-05-13","20:45:59","好健康保健股份有限公司分公司_48","354"
"34614","83c98378","2023-12-27","10:46:35","好健康保健股份有限公司分公司_317","3564"
"25765","0b27c085","2023-12-02","15:21:08","好健康保健股份有限公司分公司_236","4042"
"81533","7c2bc091","2024-05-28","17:12:15","好健康保健股份有限公司分公司_348","510"
"211473","92d62e36","2025-06-22","17:11:56","好健康保健股份有限公司分公司_178","236"
"118261","ddf1a442","2024-09-14","12:11:14","好健康保健股份有限公司分公司_315","2003"
"141","3eaeb257","2023-09-01","16:07:53","好健康保健股份有限公司分公司_329","2060"
"186997","3e4ab5da","2025-04-07","18:11:27","好健康保健股份有限公司分公司_138","266"
"37402","8bfcc2d8","2024-01-03","19:53:07","好健康保健股份有限公司分公司_80","2050"
"70283","d6ec34b6","2024-04-22","19:47:35","好健康保健股份有限公司分公司_45","242"
"161248","000301f0","2025-01-20","14:43:55","好健康保健股份有限公司分公司_320","1390"
"146301","60223818","2024-12-09","09:19:46","好健康保健股份有限公司分公司_116","414"
"183792","3717d0a0","2025-03-29","10:50:50","好健康保健股份有限公司分公司_268","2300"
"190854","6194dec1","2025-04-17","18:31:05","好健康保健股份有限公司分公司_24","1400"
"18859","00c6b9db","2023-11-08","15:30:07","好健康保健股份有限公司分公司_145","945"
"142333","c53524f0","2024-11-29","15:32:51","好健康保健股份有限公司分公司_88","1932"
"150996","2c07a36d","2024-12-20","20:03:31","好健康保健股份有限公司分公司_198","213"
"157682","2aeaeb53","2025-01-09","08:26:58","好健康保健股份有限公司分公司_356","113"
"127903","63cb627f","2024-10-14","09:34:35","好健康保健股份有限公司分公司_263","5460"
"225391","f5789a6d","2025-08-11","11:51:22","好健康保健股份有限公司分公司_328","18568"
"104704","efcae60d","2024-08-05","12:20:44","好健康保健股份有限公司分公司_267","4398"
"109571","0b471724","2024-08-20","12:39:41","好健康保健股份有限公司分公司_115","70"
"151094","302860f0","2024-12-21","10:47:27","好健康保健股份有限公司分公司_145","152"
"78980","e9b9b295","2024-05-19","21:01:05","好健康保健股份有限公司分公司_72","854"
"150969","aed9ee3c","2024-12-20","18:54:12","好健康保健股份有限公司分公司_303","6598"
"113037","2bfd1e03","2024-08-30","09:46:48","好健康保健股份有限公司分公司_101","852"
"219662","93708c1e","2025-07-21","20:30:22","好健康保健股份有限公司分公司_10","39"
"175913","501cc025","2025-03-06","15:24:30","好健康保健股份有限公司分公司_350","449"
"72613","938beabe","2024-04-30","14:33:53","好健康保健股份有限公司分公司_69","78"
"86621","7d7285fb","2024-06-11","19:18:00","好健康保健股份有限公司分公司_326","248"
"135068","58ab0933","2024-11-05","13:08:15","好健康保健股份有限公司分公司_100","1040"
"158554","d25c1005","2025-01-11","16:38:41","好健康保健股份有限公司分公司_323","973"
"192793","c5572999","2025-04-23","17:45:17","好健康保健股份有限公司分公司_35","2200"
"31377","b77bf2ea","2023-12-17","14:47:17","好健康保健股份有限公司分公司_70","54"
"24076","5c655cf3","2023-11-27","11:43:54","好健康保健股份有限公司分公司_57","4853"
"53881","e53ce2da","2024-02-28","15:53:23","好健康保健股份有限公司分公司_64","404"
"173202","a9fb03b0","2025-02-26","16:05:27","好健康保健股份有限公司分公司_329","319"
"39256","2f82ea6b","2024-01-10","10:52:00","好健康保健股份有限公司分公司_257","9602"
"95880","6da08905","2024-07-08","10:33:25","好健康保健股份有限公司分公司_93","177"
"15653","4dfb145c","2023-10-29","10:46:02","好健康保健股份有限公司分公司_315","2389"
"81458","21865a02","2024-05-28","14:46:20","好健康保健股份有限公司分公司_267","150"
"215953","b7f6d3c4","2025-07-07","20:31:49","好健康保健股份有限公司分公司_64","2000"
"44519","1237480f","2024-01-28","15:58:47","好健康保健股份有限公司分公司_53","285"
"146344","34a3df0b","2024-12-09","10:54:44","好健康保健股份有限公司分公司_145","240"
"67337","1e707695","2024-04-12","20:04:44","好健康保健股份有限公司分公司_230","3240"
"87867","2033f022","2024-06-14","20:43:57","好健康保健股份有限公司分公司_178","477"
"190749","cb23260a","2025-04-17","15:40:21","好健康保健股份有限公司分公司_41","2199"
"31689","148c1224","2023-12-18","16:51:13","好健康保健股份有限公司分公司_97","20194"
"18024","d2c8ebbb","2023-11-05","20:56:43","好健康保健股份有限公司分公司_198","4400"
"2876","2d18b3c7","2023-09-12","08:58:08","好健康保健股份有限公司分公司_127","1597"
"133253","2fb12e2a","2024-10-30","13:05:15","好健康保健股份有限公司分公司_9","338"
"6659","d2a49b28","2023-09-26","13:39:07","好健康保健股份有限公司分公司_289","262"
"110910","c909d599","2024-08-24","07:20:59","好健康保健股份有限公司分公司_259","835"
"173886","94699765","2025-02-28","14:21:41","好健康保健股份有限公司分公司_295","1741"
"169614","1e303edd","2025-02-15","19:54:56","好健康保健股份有限公司分公司_95","3601"
"95361","7c54a47d","2024-07-06","10:14:36","好健康保健股份有限公司分公司_291","2413"
"95143","cbdd6ef7","2024-07-05","13:53:00","好健康保健股份有限公司分公司_103","2200"
"113796","865ae32a","2024-09-01","14:39:39","好健康保健股份有限公司分公司_79","496"
"185523","ebe678e6","2025-04-02","19:36:59","好健康保健股份有限公司分公司_56","2000"
"61337","8905412c","2024-03-23","19:34:25","好健康保健股份有限公司分公司_268","987"
"190575","a220634d","2025-04-16","20:57:21","好健康保健股份有限公司分公司_246","1492"
"96768","0b99024b","2024-07-10","19:22:31","好健康保健股份有限公司分公司_230","2597"
"39754","4fa12565","2024-01-11","15:15:00","好健康保健股份有限公司分公司_95","898"
"109982","0545b95c","2024-08-21","15:29:16","好健康保健股份有限公司分公司_252","4300"
"128830","7fdd3435","2024-10-16","18:53:28","好健康保健股份有限公司分公司_88","7022"
"174463","f1ca0d78","2025-03-02","13:57:00","好健康保健股份有限公司分公司_356","492"
"138962","cb834a75","2024-11-17","20:20:03","好健康保健股份有限公司分公司_208","1137"
"131208","4ac6a609","2024-10-23","19:54:09","好健康保健股份有限公司分公司_194","1376"
"229096","cf4bc29a","2025-08-24","20:51:39","好健康保健股份有限公司分公司_217","463"
"47400","e18602e3","2024-02-06","15:58:16","好健康保健股份有限公司分公司_317","180"
"41319","85b789dd","2024-01-17","14:58:05","好健康保健股份有限公司分公司_289","899"
"182933","ee069154","2025-03-26","18:15:43","好健康保健股份有限公司分公司_32","3960"
"209555","03a406a0","2025-06-16","18:43:44","好健康保健股份有限公司分公司_241","344"
"207838","5137ec4d","2025-06-11","10:48:18","好健康保健股份有限公司分公司_131","434"
"187429","39a3957c","2025-04-08","20:11:35","好健康保健股份有限公司分公司_15","398"
"57550","d5549911","2024-03-11","16:36:28","好健康保健股份有限公司分公司_252","302"
"221006","a741c62e","2025-07-26","14:54:56","好健康保健股份有限公司分公司_240","1980"
"113745","c11c10ca","2024-09-01","12:07:34","好健康保健股份有限公司分公司_177","980"
"194233","5a7b6274","2025-04-28","14:15:02","好健康保健股份有限公司分公司_96","720"
"216179","71754e99","2025-07-08","18:20:51","好健康保健股份有限公司分公司_97","1848"
"156122","2644d4a7","2025-01-03","21:49:47","好健康保健股份有限公司分公司_86","1656"
"4255","719fc5e6","2023-09-16","19:53:31","好健康保健股份有限公司分公司_350","444"
"119386","aa2f28d0","2024-09-18","12:04:25","好健康保健股份有限公司分公司_4","189"
"40452","376b8f41","2024-01-13","18:57:00","好健康保健股份有限公司分公司_45","1584"
"14544","a93dbad9","2023-10-25","13:11:10","好健康保健股份有限公司分公司_26","1215"
"107649","bbd6dc9b","2024-08-14","11:00:23","好健康保健股份有限公司分公司_36","3600"
"149954","6a02fc6f","2024-12-18","08:40:55","好健康保健股份有限公司分公司_217","351"
"9140","e76aff07","2023-10-05","11:37:13","好健康保健股份有限公司分公司_30","1944"
"134206","2f473b3d","2024-11-02","19:31:45","好健康保健股份有限公司分公司_178","852"
"227202","f7763c02","2025-08-17","15:54:29","好健康保健股份有限公司分公司_32","540"
"191661","79be480d","2025-04-20","11:02:26","好健康保健股份有限公司分公司_34","1340"
"40763","8c373e26","2024-01-15","13:06:24","好健康保健股份有限公司分公司_342","675"
"49224","81b553dc","2024-02-13","14:59:34","好健康保健股份有限公司分公司_297","2218"
"93458","346fcc9f","2024-06-29","20:30:06","好健康保健股份有限公司分公司_108","3490"
"113874","62edb751","2024-09-01","18:07:21","好健康保健股份有限公司分公司_95","13063"
"183253","d11afea8","2025-03-27","16:33:32","好健康保健股份有限公司分公司_349","1200"
"137056","f08c868e","2024-11-11","16:17:08","好健康保健股份有限公司分公司_45","1528"
"164675","0fc95409","2025-01-31","14:32:50","好健康保健股份有限公司分公司_15","2650"
"136785","6ff40cab","2024-11-10","16:45:14","好健康保健股份有限公司分公司_87","860"
"149370","e092e9a2","2024-12-16","13:48:58","好健康保健股份有限公司分公司_177","198"
"79234","4856586c","2024-05-20","19:56:50","好健康保健股份有限公司分公司_176","2200"
"137338","7b65c080","2024-11-12","14:44:34","好健康保健股份有限公司分公司_114","198"
"205024","08098221","2025-06-02","17:12:44","好健康保健股份有限公司分公司_201","3049"
"158511","bf0a90a5","2025-01-11","15:26:34","好健康保健股份有限公司分公司_117","230"
"193901","a8cf86b7","2025-04-27","09:41:49","好健康保健股份有限公司分公司_108","2200"
"55132","b872aa30","2024-03-03","18:20:22","好健康保健股份有限公司分公司_323","952"
"163765","52db60c8","2025-01-27","15:39:41","好健康保健股份有限公司分公司_15","162"
"98489","4b9ad274","2024-07-15","21:42:12","好健康保健股份有限公司分公司_29","4545"
"15081","3097facc","2023-10-26","21:49:41","好健康保健股份有限公司分公司_276","1500"
"123723","f301085f","2024-09-30","14:48:57","好健康保健股份有限公司分公司_108","292"
"54350","af55ca7d","2024-02-29","19:04:06","好健康保健股份有限公司分公司_201","1800"
"127186","0169b0b8","2024-10-11","14:43:14","好健康保健股份有限公司分公司_207","3346"
"158195","229390ae","2025-01-10","15:49:56","好健康保健股份有限公司分公司_148","1464"
"221114","d25f7f37","2025-07-26","19:18:46","好健康保健股份有限公司分公司_243","1700"
"200804","f5d52f0b","2025-05-18","19:01:59","好健康保健股份有限公司分公司_291","198"
"188332","b40af7bb","2025-04-10","21:35:27","好健康保健股份有限公司分公司_267","239"
"162837","4a3f530b","2025-01-24","18:42:59","好健康保健股份有限公司分公司_351","4640"
"109447","f9c851fb","2024-08-19","21:06:19","好健康保健股份有限公司分公司_22","458"
"62482","4ed5500b","2024-03-27","17:16:27","好健康保健股份有限公司分公司_291","2730"
"76025","a54f0d9b","2024-05-10","15:37:22","好健康保健股份有限公司分公司_201","5492"
"146913","de387a1a","2024-12-10","13:06:36","好健康保健股份有限公司分公司_239","5486"
"170203","ddfcafde","2025-02-17","18:00:01","好健康保健股份有限公司分公司_109","648"
"117454","0a620051","2024-09-12","10:14:59","好健康保健股份有限公司分公司_174","194"
"229624","e2ddc4a5","2025-08-26","19:25:30","好健康保健股份有限公司分公司_107","5936"
"79136","a8b1cc52","2024-05-20","15:51:34","好健康保健股份有限公司分公司_108","497"
"57156","91bbfd66","2024-03-10","11:47:32","好健康保健股份有限公司分公司_307","207"
"159170","cc5440c8","2025-01-13","19:36:12","好健康保健股份有限公司分公司_72","1771"
"119695","35f843b4","2024-09-19","10:19:38","好健康保健股份有限公司分公司_120","1830"
"107883","002f9290","2024-08-14","20:29:51","好健康保健股份有限公司分公司_315","156"
"7506","3ea0a681","2023-09-28","19:28:51","好健康保健股份有限公司分公司_71","4199"
"189758","1af9585b","2025-04-14","20:38:09","好健康保健股份有限公司分公司_348","2362"
"132855","13789710","2024-10-29","12:30:55","好健康保健股份有限公司分公司_289","481"
"120217","d66add5b","2024-09-20","12:27:47","好健康保健股份有限公司分公司_227","2700"
"184941","6681490d","2025-04-01","13:23:31","好健康保健股份有限公司分公司_43","14800"
"91572","3b59df19","2024-06-25","10:38:21","好健康保健股份有限公司分公司_213","252"
"11376","c1e71cd8","2023-10-13","12:45:54","好健康保健股份有限公司分公司_183","378"
"13404","2502a7e5","2023-10-21","09:53:37","好健康保健股份有限公司分公司_2","328"
"176167","53a7deba","2025-03-07","12:01:36","好健康保健股份有限公司分公司_88","2000"
"200033","e9ad3ca5","2025-05-16","10:58:40","好健康保健股份有限公司分公司_55","4476"
"59814","e875e6e4","2024-03-18","20:59:55","好健康保健股份有限公司分公司_348","193"
"154567","63a0996d","2024-12-30","15:51:45","好健康保健股份有限公司分公司_124","8161"
"65336","d2529ade","2024-04-06","10:44:19","好健康保健股份有限公司分公司_25","1550"
"109933","0f4f6c43","2024-08-21","13:08:24","好健康保健股份有限公司分公司_229","446"
"34483","c1298858","2023-12-26","19:44:00","好健康保健股份有限公司分公司_72","2200"
"94682","6178101d","2024-07-04","10:47:53","好健康保健股份有限公司分公司_282","268"
"186171","6a27ebd6","2025-04-05","05:10:35","好健康保健股份有限公司分公司_217","682"
"173030","701960dc","2025-02-25","21:57:31","好健康保健股份有限公司分公司_163","2320"
"47821","ea8a3d0c","2024-02-07","15:49:14","好健康保健股份有限公司分公司_307","848"
"209481","c1b9f2a1","2025-06-16","16:11:17","好健康保健股份有限公司分公司_239","2236"
"221045","e01fd314","2025-07-26","16:26:05","好健康保健股份有限公司分公司_205","36"
"44632","6287d279","2024-01-29","09:31:48","好健康保健股份有限公司分公司_164","2450"
"196626","cb23260a","2025-05-05","15:10:16","好健康保健股份有限公司分公司_41","2071"
"131033","0b476f6f","2024-10-23","13:01:53","好健康保健股份有限公司分公司_111","2000"
"223998","05e2bca2","2025-08-06","16:25:46","好健康保健股份有限公司分公司_213","324"
"180625","3fafcf10","2025-03-20","11:39:34","好健康保健股份有限公司分公司_70","223"
"6984","8896c0d1","2023-09-27","14:26:11","好健康保健股份有限公司分公司_206","90"
"37132","01f51b90","2024-01-02","20:14:52","好健康保健股份有限公司分公司_23","40"
"71391","38a216aa","2024-04-26","15:13:25","好健康保健股份有限公司分公司_87","1188"
"140707","06a31481","2024-11-23","15:00:21","好健康保健股份有限公司分公司_2","156"
"905","25bb21c2","2023-09-04","19:12:32","好健康保健股份有限公司分公司_20","1340"
"188463","e69ca8ec","2025-04-11","12:33:29","好健康保健股份有限公司分公司_128","359"
"112919","7bd9dc95","2024-08-29","18:00:30","好健康保健股份有限公司分公司_88","2200"
"103859","585426ba","2024-08-02","15:08:44","好健康保健股份有限公司分公司_356","658"
"126127","8aafde01","2024-10-08","12:03:00","好健康保健股份有限公司分公司_131","8060"
"82911","801e72dd","2024-06-01","19:38:52","好健康保健股份有限公司分公司_120","7255"
"56252","ca229064","2024-03-07","10:51:24","好健康保健股份有限公司分公司_73","3100"
"195810","4f3755b9","2025-05-02","17:34:48","好健康保健股份有限公司分公司_112","5083"
"152513","11799e31","2024-12-25","10:25:52","好健康保健股份有限公司分公司_145","746"
"6130","4a253e44","2023-09-24","14:56:54","好健康保健股份有限公司分公司_177","536"
"182371","f572c2c1","2025-03-25","12:35:49","好健康保健股份有限公司分公司_204","3462"
"8085","334d3dfa","2023-09-30","21:10:19","好健康保健股份有限公司分公司_107","2200"
"9883","30a2932e","2023-10-07","18:12:08","好健康保健股份有限公司分公司_352","500"
"77411","0accb961","2024-05-14","19:53:34","好健康保健股份有限公司分公司_217","168"
"181458","1bbbacb0","2025-03-22","16:58:23","好健康保健股份有限公司分公司_89","1039"
"195367","d51edc17","2025-05-01","15:21:46","好健康保健股份有限公司分公司_144","6000"
"39723","ce7d4cf3","2024-01-11","14:06:42","好健康保健股份有限公司分公司_40","2200"
"212165","4517795a","2025-06-24","20:02:46","好健康保健股份有限公司分公司_18","799"
"144113","bb670efa","2024-12-03","19:41:23","好健康保健股份有限公司分公司_165","2808"
"148010","6eeb4ea8","2024-12-12","17:45:24","好健康保健股份有限公司分公司_348","99"
"44826","1c20d1be","2024-01-29","16:02:00","好健康保健股份有限公司分公司_229","963"
"72457","0a87c86e","2024-04-29","21:33:08","好健康保健股份有限公司分公司_323","1782"
"212426","70734092","2025-06-25","18:48:45","好健康保健股份有限公司分公司_43","1430"
"51117","f05ddf61","2024-02-20","09:40:45","好健康保健股份有限公司分公司_329","415"
"74637","f213404b","2024-05-06","19:00:30","好健康保健股份有限公司分公司_43","366"
"190432","e01553ed","2025-04-16","16:03:54","好健康保健股份有限公司分公司_184","10060"
"181346","2dc279c6","2025-03-22","12:53:16","好健康保健股份有限公司分公司_90","100"
"190259","f939cb37","2025-04-16","10:54:50","好健康保健股份有限公司分公司_93","72"
"215053","d5e821b7","2025-07-04","10:52:50","好健康保健股份有限公司分公司_164","2506"
"20450","a96a908a","2023-11-13","17:54:44","好健康保健股份有限公司分公司_240","100"
"109349","c9400ed2","2024-08-19","17:29:42","好健康保健股份有限公司分公司_10","804"
"110388","b2dc1a6f","2024-08-22","15:12:42","好健康保健股份有限公司分公司_90","783"
"124111","5634e9ee","2024-10-01","12:22:50","好健康保健股份有限公司分公司_90","3292"
"96566","226458a9","2024-07-10","11:16:04","好健康保健股份有限公司分公司_222","1800"
"198398","ef13705c","2025-05-10","18:44:23","好健康保健股份有限公司分公司_97","13980"
"51252","8c24e996","2024-02-20","15:34:08","好健康保健股份有限公司分公司_53","13443"
"107063","bf0c6c3b","2024-08-12","16:06:46","好健康保健股份有限公司分公司_217","1096"
"98370","90c2112d","2024-07-15","16:52:26","好健康保健股份有限公司分公司_29","569"
"47809","c0ab27c6","2024-02-07","15:34:35","好健康保健股份有限公司分公司_236","1260"
"161497","5f51d2bb","2025-01-21","10:52:48","好健康保健股份有限公司分公司_148","189"
"221","9c749cef","2023-09-01","19:34:29","好健康保健股份有限公司分公司_295","329"
"23072","9752d225","2023-11-23","12:00:47","好健康保健股份有限公司分公司_116","2781"
"215944","71d6376d","2025-07-07","19:10:21","好健康保健股份有限公司分公司_241","1039"
"39272","2f82ea6b","2024-01-10","10:55:13","好健康保健股份有限公司分公司_257","17683"
"218444","004b8169","2025-07-17","11:03:08","好健康保健股份有限公司分公司_67","1200"
"103996","08b98adf","2024-08-02","20:42:59","好健康保健股份有限公司分公司_73","6428"
"163207","799d251d","2025-01-25","16:54:41","好健康保健股份有限公司分公司_145","1648"
"129723","e0a0de13","2024-10-19","12:13:07","好健康保健股份有限公司分公司_290","423"
"22450","23a97d15","2023-11-21","10:25:27","好健康保健股份有限公司分公司_217","252"
"143726","e85fb8f2","2024-12-03","11:31:33","好健康保健股份有限公司分公司_253","6561"
"128787","a2c93cbe","2024-10-16","17:26:02","好健康保健股份有限公司分公司_259","1004"
"126045","7c54a47d","2024-10-08","09:14:37","好健康保健股份有限公司分公司_291","4114"
"31180","9613aaa4","2023-12-16","17:58:47","好健康保健股份有限公司分公司_314","2250"
"173008","f48f5149","2025-02-25","20:32:16","好健康保健股份有限公司分公司_108","510"
"38213","73cbc2a8","2024-01-06","16:45:57","好健康保健股份有限公司分公司_235","440"
"193858","48c5194b","2025-04-26","21:13:03","好健康保健股份有限公司分公司_111","2520"
"214371","1b12e484","2025-07-01","19:47:53","好健康保健股份有限公司分公司_315","198"
"216853","d485094a","2025-07-10","21:28:54","好健康保健股份有限公司分公司_158","1800"
"17062","0df77949","2023-11-02","16:06:17","好健康保健股份有限公司分公司_16","143"
"49804","11bf8eb8","2024-02-15","16:25:42","好健康保健股份有限公司分公司_6","159"
"164341","59f12ca2","2025-01-29","21:27:44","好健康保健股份有限公司分公司_252","2210"
"63257","9226363d","2024-03-29","21:24:14","好健康保健股份有限公司分公司_125","138"
"211755","a1fb89b8","2025-06-23","17:26:42","好健康保健股份有限公司分公司_178","4524"
"61744","d4d83a63","2024-03-25","14:11:06","好健康保健股份有限公司分公司_248","1760"
"82186","dbd27497","2024-05-30","20:02:41","好健康保健股份有限公司分公司_195","324"
"134325","7cac1905","2024-11-03","13:24:39","好健康保健股份有限公司分公司_201","1620"
"113538","afbd13aa","2024-08-31","16:45:57","好健康保健股份有限公司分公司_296","1677"
"125890","65a85302","2024-10-07","17:33:04","好健康保健股份有限公司分公司_272","1390"
"18917","b9637556","2023-11-08","16:46:20","好健康保健股份有限公司分公司_48","252"
"70046","78f52888","2024-04-22","10:15:11","好健康保健股份有限公司分公司_317","198"
"98793","5b4aa793","2024-07-16","19:40:13","好健康保健股份有限公司分公司_16","2079"
"167009","efb83bac","2025-02-07","19:27:45","好健康保健股份有限公司分公司_241","3185"
"83257","b7823032","2024-06-03","10:02:23","好健康保健股份有限公司分公司_3","969"
"142586","cb1117a9","2024-11-30","14:37:02","好健康保健股份有限公司分公司_121","2780"
"132414","af246c4c","2024-10-28","08:56:00","好健康保健股份有限公司分公司_185","2278"
"69547","c369ccfb","2024-04-20","10:41:30","好健康保健股份有限公司分公司_31","1061"
"182084","d1f79de6","2025-03-24","15:23:32","好健康保健股份有限公司分公司_256","15868"
"91883","c7f6c4b9","2024-06-25","20:53:16","好健康保健股份有限公司分公司_230","2070"
"220723","9de06c3a","2025-07-25","15:52:03","好健康保健股份有限公司分公司_94","1044"
"43531","1d86abde","2024-01-24","20:18:38","好健康保健股份有限公司分公司_303","48"
"194689","53c41cbf","2025-04-29","17:20:02","好健康保健股份有限公司分公司_10","0"
"150589","0cda25c2","2024-12-19","18:03:12","好健康保健股份有限公司分公司_203","1753"
"188724","ec84ca7c","2025-04-11","20:58:32","好健康保健股份有限公司分公司_22","5810"
"189554","0b49c567","2025-04-14","14:12:33","好健康保健股份有限公司分公司_213","301"
"52887","9b0df17c","2024-02-25","09:26:07","好健康保健股份有限公司分公司_149","1495"
"225224","f5bf3edb","2025-08-10","15:10:32","好健康保健股份有限公司分公司_200","2299"
"23511","20ca828d","2023-11-24","20:06:46","好健康保健股份有限公司分公司_17","314"
"154635","d4a52930","2024-12-30","17:31:51","好健康保健股份有限公司分公司_254","1235"
"21657","8976d797","2023-11-17","21:27:24","好健康保健股份有限公司分公司_100","39"
"131780","8d3dd75e","2024-10-25","18:15:55","好健康保健股份有限公司分公司_183","224"
"486","0edae1b4","2023-09-02","17:35:58","好健康保健股份有限公司分公司_209","620"
"118260","c4cfd39f","2024-09-14","12:07:23","好健康保健股份有限公司分公司_86","295"
"47881","d245e039","2024-02-07","17:12:05","好健康保健股份有限公司分公司_97","627"
"131893","dfd56db8","2024-10-26","10:08:30","好健康保健股份有限公司分公司_236","2160"
"36220","5634e9ee","2023-12-30","19:02:24","好健康保健股份有限公司分公司_90","8247"
"33886","dcb58b15","2023-12-25","13:50:06","好健康保健股份有限公司分公司_121","4009"
"61799","c662dddc","2024-03-25","16:30:56","好健康保健股份有限公司分公司_282","3650"
"36810","8a45b486","2024-01-01","17:49:02","好健康保健股份有限公司分公司_334","99"
"151936","ee7e9b96","2024-12-23","17:31:12","好健康保健股份有限公司分公司_307","4299"
"134217","a8cb400e","2024-11-02","20:13:53","好健康保健股份有限公司分公司_334","399"
"94900","b1e3a3fe","2024-07-04","18:19:41","好健康保健股份有限公司分公司_102","6289"
"93511","5d31d083","2024-06-30","10:07:49","好健康保健股份有限公司分公司_289","108"
"104932","a51a9d22","2024-08-05","20:50:19","好健康保健股份有限公司分公司_76","215"
"72590","2251075e","2024-04-30","13:28:31","好健康保健股份有限公司分公司_96","4230"
"4909","474e406f","2023-09-19","16:21:32","好健康保健股份有限公司分公司_78","3590"
"195941","858cd8f7","2025-05-03","10:26:22","好健康保健股份有限公司分公司_118","1042"
"151172","c81586f3","2024-12-21","13:39:19","好健康保健股份有限公司分公司_128","3080"
"64314","aa1a90aa","2024-04-02","12:42:25","好健康保健股份有限公司分公司_32","90"
"176191","6f320f61","2025-03-07","13:01:40","好健康保健股份有限公司分公司_203","161"
"64402","6f62e509","2024-04-02","16:36:11","好健康保健股份有限公司分公司_4","887"
"183094","a880bf33","2025-03-27","11:04:53","好健康保健股份有限公司分公司_256","7400"
"195110","eb327461","2025-04-30","17:37:52","好健康保健股份有限公司分公司_324","22200"
"224492","c2abe304","2025-08-08","09:41:37","好健康保健股份有限公司分公司_23","189"
"183926","fd58a6ca","2025-03-29","15:17:08","好健康保健股份有限公司分公司_206","1670"
"187713","2f0a0c40","2025-04-09","16:11:40","好健康保健股份有限公司分公司_219","3960"
"1983","d699b739","2023-09-08","19:39:38","好健康保健股份有限公司分公司_326","845"
"26389","b3989629","2023-12-04","18:49:31","好健康保健股份有限公司分公司_108","1420"
"137076","a8f3eac8","2024-11-11","17:07:55","好健康保健股份有限公司分公司_162","223"
"63474","eea50396","2024-03-30","16:11:04","好健康保健股份有限公司分公司_163","671"
"60156","02999fad","2024-03-20","08:51:56","好健康保健股份有限公司分公司_118","78"
"212738","9c582d2a","2025-06-26","16:54:06","好健康保健股份有限公司分公司_73","3329"
"134505","ca6d8632","2024-11-03","20:35:48","好健康保健股份有限公司分公司_42","2800"
"107731","f0f4e054","2024-08-14","14:38:54","好健康保健股份有限公司分公司_6","1190"
"59506","bbd6dc9b","2024-03-18","09:07:06","好健康保健股份有限公司分公司_36","1282"
"43074","73cbc2a8","2024-01-23","11:44:47","好健康保健股份有限公司分公司_235","329"
"173056","885baedb","2025-02-26","09:37:06","好健康保健股份有限公司分公司_186","236"
"3417","96ef4b27","2023-09-13","20:10:17","好健康保健股份有限公司分公司_131","1019"
"84157","8688f775","2024-06-05","11:32:36","好健康保健股份有限公司分公司_209","2700"
"52462","22ad6f89","2024-02-23","16:19:56","好健康保健股份有限公司分公司_252","177"
"32518","5abd5f2f","2023-12-20","20:29:24","好健康保健股份有限公司分公司_116","1069"
"174652","c5dcb104","2025-03-03","09:38:06","好健康保健股份有限公司分公司_350","548"
"121634","6651c324","2024-09-24","17:47:52","好健康保健股份有限公司分公司_83","333"
"169832","a2bcebaa","2025-02-16","15:50:22","好健康保健股份有限公司分公司_218","2500"
"175214","e6296e0d","2025-03-04","14:57:17","好健康保健股份有限公司分公司_317","2060"
"107597","6755ab5c","2024-08-14","08:50:39","好健康保健股份有限公司分公司_213","458"
"53754","47f28ca4","2024-02-28","10:16:26","好健康保健股份有限公司分公司_120","2830"
"20992","6fc54846","2023-11-15","14:29:40","好健康保健股份有限公司分公司_267","720"
"137747","7b1ecf85","2024-11-13","18:44:42","好健康保健股份有限公司分公司_2","1430"
"2025","2c1bb544","2023-09-09","10:02:58","好健康保健股份有限公司分公司_36","119"
"85429","ed6c2273","2024-06-08","12:36:40","好健康保健股份有限公司分公司_125","80"
"35276","3d4cf77c","2023-12-28","17:30:41","好健康保健股份有限公司分公司_113","10604"
