transaction_id,customer_id,product_id,quantity,amount,transaction_time,payment_method
T0003567,C02494,P00400,3,8542.74,2025-07-29 03:07:38,貨到付款
T0003568,C02651,P00286,2,7052.76,2025-07-20 17:07:49,貨到付款
T0003569,C00242,P01682,4,9690.92,2025-07-27 21:27:08,行動支付
T0003570,C04676,P00014,3,6074.34,2025-07-09 21:59:38,轉帳
T0003571,C04194,P00609,2,2962.08,2025-07-10 17:26:45,行動支付
T0003572,C02414,P00185,4,11895.04,2025-07-31 10:12:25,貨到付款
T0003573,C02541,P00754,1,100.52,2025-07-26 21:59:34,貨到付款
T0003574,C04605,P00016,3,1839.0,2025-07-10 10:33:55,貨到付款
T0003575,C00886,P00179,1,1202.92,2025-07-12 20:31:37,貨到付款
T0003576,C02892,P00489,4,10738.36,2025-07-15 10:30:36,轉帳
T0003577,C03652,P00524,3,1067.8799999999999,2025-07-24 20:56:03,貨到付款
T0003578,C00641,P00320,4,9170.0,2025-07-03 20:00:08,轉帳
T0003579,C01937,P01435,1,3478.79,2025-07-21 23:52:54,貨到付款
T0003580,C03002,P00926,3,5281.0199999999995,2025-07-16 20:38:48,信用卡
T0003581,C04413,P00048,1,3754.3,2025-07-02 18:39:20,貨到付款
T0003582,C02520,P00330,4,1006.84,2025-07-28 18:43:55,貨到付款
T0003583,C01923,P00943,4,1231.16,2025-07-05 20:12:34,轉帳
T0003584,C04897,P01037,1,2094.97,2025-07-31 18:10:06,信用卡
T0003585,C04579,P00174,3,6726.210000000001,2025-07-30 09:49:55,信用卡
T0003586,C03811,P00912,1,994.11,2025-07-26 08:04:36,轉帳
T0003587,C01367,P01573,4,10712.28,2025-07-02 17:57:22,貨到付款
T0003588,C04817,P01799,1,1297.25,2025-07-24 20:10:52,行動支付
T0003589,C04852,P00960,4,8285.36,2025-07-10 20:46:17,轉帳
T0003590,C02264,P00641,1,3217.96,2025-07-14 18:09:02,轉帳
T0003591,C00666,P01493,3,6458.400000000001,2025-07-04 13:27:26,信用卡
T0003592,C02063,P00726,3,4212.36,2025-07-07 17:15:38,信用卡
T0003593,C03500,P01255,1,2194.11,2025-07-07 22:22:02,行動支付
T0003594,C03742,P00967,1,1657.36,2025-07-17 10:12:46,轉帳
T0003595,C01494,P00757,3,6812.64,2025-07-05 09:20:15,貨到付款
T0003596,C03507,P01725,4,2955.04,2025-07-22 16:17:00,行動支付
T0003597,C04303,P01884,3,1312.1999999999998,2025-07-08 04:31:20,行動支付
T0003598,C03559,P00650,4,1603.36,2025-07-11 22:38:48,行動支付
T0003599,C04677,P01237,1,3159.5,2025-07-17 20:04:43,信用卡
T0003600,C03162,P01021,1,3765.44,2025-07-09 21:03:09,行動支付
T0003601,C01004,P01551,4,7881.16,2025-07-29 12:19:12,轉帳
T0003602,C03120,P01339,1,2213.15,2025-07-25 22:03:31,貨到付款
T0003603,C01452,P00907,4,13815.64,2025-07-09 13:48:47,貨到付款
T0003604,C01726,P01799,2,2594.5,2025-07-20 05:55:15,貨到付款
T0003605,C03361,P01107,3,3518.91,2025-07-31 10:03:54,貨到付款
T0003606,C04906,P01459,2,2136.0,2025-07-19 15:56:36,轉帳
T0003607,C03250,P00784,4,12365.88,2025-07-20 18:01:08,信用卡
T0003608,C04791,P01098,3,3529.6499999999996,2025-07-09 12:19:59,信用卡
T0003609,C02519,P00363,4,7814.72,2025-07-26 04:01:58,信用卡
T0003610,C03471,P00879,3,3168.12,2025-07-20 00:30:06,轉帳
T0003611,C01611,P00241,3,1472.91,2025-07-22 16:15:43,信用卡
T0003612,C00577,P00937,3,10678.619999999999,2025-07-11 18:15:59,貨到付款
T0003613,C01761,P00126,3,5702.4,2025-07-05 18:31:30,轉帳
T0003614,C02401,P01374,4,1991.92,2025-07-21 17:31:27,信用卡
T0003615,C02853,P00396,3,6460.32,2025-07-12 08:28:25,行動支付
T0003616,C03335,P01574,3,336.15,2025-07-03 14:28:22,信用卡
T0003617,C02087,P01456,2,4894.38,2025-07-16 22:21:20,信用卡
T0003618,C03739,P01851,1,3320.29,2025-07-10 16:06:18,轉帳
T0003619,C04206,P01310,1,3706.68,2025-07-15 22:11:58,轉帳
T0003620,C01429,P01933,2,2455.94,2025-07-13 09:06:21,行動支付
T0003621,C04236,P01913,2,581.76,2025-07-29 18:37:13,貨到付款
T0003622,C04041,P01852,4,11343.76,2025-07-26 18:47:55,信用卡
T0003623,C02613,P00651,4,13938.48,2025-07-05 14:11:29,行動支付
T0003624,C00126,P00345,4,1627.68,2025-07-23 03:08:04,行動支付
T0003625,C00726,P01153,2,7353.68,2025-07-12 01:41:06,貨到付款
T0003626,C03351,P01133,2,1372.72,2025-07-07 21:53:54,轉帳
T0003627,C00999,P01229,3,5767.9800000000005,2025-07-08 17:36:03,行動支付
T0003628,C03750,P01481,4,2403.12,2025-07-14 10:39:54,信用卡
T0003629,C00804,P01763,4,13473.24,2025-07-24 16:39:41,貨到付款
T0003630,C01433,P01910,4,13811.36,2025-07-29 13:11:57,信用卡
T0003631,C01252,P01465,1,1857.91,2025-07-10 20:30:12,信用卡
T0003632,C04196,P01598,3,11378.34,2025-07-07 18:53:36,信用卡
T0003633,C03452,P01314,4,1427.28,2025-07-03 20:38:55,貨到付款
T0003634,C01475,P01170,4,7575.24,2025-07-20 20:14:28,行動支付
T0003635,C03767,P01280,4,9314.52,2025-07-30 08:38:07,行動支付
T0003636,C00161,P00472,1,2653.95,2025-07-05 23:22:38,貨到付款
T0003637,C04070,P01101,1,976.0,2025-07-08 16:50:23,行動支付
T0003638,C00512,P00472,2,5307.9,2025-07-11 15:58:05,轉帳
T0003639,C04340,P00333,3,6284.219999999999,2025-07-31 12:11:05,行動支付
T0003640,C03697,P01306,2,6382.1,2025-07-26 17:26:43,轉帳
T0003641,C04324,P01404,3,4187.43,2025-07-06 23:02:53,貨到付款
T0003642,C03712,P00489,1,2684.59,2025-07-30 18:54:41,行動支付
T0003643,C02806,P01155,4,12089.4,2025-07-24 18:38:05,轉帳
T0003644,C01187,P01789,2,4158.08,2025-07-02 00:17:53,轉帳
T0003645,C03921,P00406,4,4801.24,2025-07-09 10:16:56,行動支付
T0003646,C03994,P01111,2,7653.22,2025-07-07 13:18:16,轉帳
T0003647,C01438,P00616,1,1013.23,2025-07-07 20:47:49,信用卡
T0003648,C03322,P00835,1,615.97,2025-07-19 19:26:37,行動支付
T0003649,C04632,P00978,1,3339.67,2025-07-03 11:10:44,信用卡
T0003650,C01937,P01289,2,6387.56,2025-07-25 22:45:00,信用卡
T0003651,C04783,P01474,3,5720.700000000001,2025-07-21 04:40:09,轉帳
T0003652,C04879,P01765,2,4764.56,2025-07-06 22:28:25,行動支付
T0003653,C01563,P00437,3,1401.69,2025-07-23 15:20:10,行動支付
T0003654,C02760,P01616,2,2913.5,2025-07-15 15:54:40,轉帳
T0003655,C00064,P00579,2,4131.66,2025-07-17 21:58:28,信用卡
T0003656,C01256,P01883,1,4156.75,2025-07-30 16:42:30,貨到付款
T0003657,C03102,P01142,4,14654.96,2025-07-04 04:58:13,信用卡
T0003658,C03904,P00522,4,11778.08,2025-07-07 16:23:13,行動支付
T0003659,C04350,P00507,3,11676.539999999999,2025-07-02 01:37:02,貨到付款
T0003660,C04149,P01621,4,8249.04,2025-07-29 04:27:13,貨到付款
T0003661,C04557,P01549,2,6662.82,2025-07-21 22:21:32,貨到付款
T0003662,C03523,P01222,2,1240.66,2025-07-24 21:41:30,貨到付款
T0003663,C03238,P01450,1,2215.84,2025-07-30 14:21:18,行動支付
T0003664,C03775,P00360,1,377.54,2025-07-13 08:26:07,行動支付
T0003665,C02733,P00893,4,6520.12,2025-07-16 10:42:19,信用卡
T0003666,C03016,P01649,3,6751.08,2025-07-31 15:01:15,行動支付
T0003667,C03880,P01721,4,15205.96,2025-07-10 12:26:40,行動支付
T0003668,C04821,P00877,4,3247.12,2025-07-07 11:45:18,轉帳
T0003669,C01470,P00373,4,16193.36,2025-07-27 09:41:50,貨到付款
T0003670,C00887,P00348,4,9874.4,2025-07-25 18:54:55,行動支付
T0003671,C03413,P00139,2,6220.46,2025-07-17 12:52:49,轉帳
T0003672,C00934,P00110,3,12088.47,2025-07-03 13:47:26,行動支付
T0003673,C00868,P00492,2,3453.34,2025-07-24 11:07:29,信用卡
T0003674,C02569,P01802,3,10843.619999999999,2025-07-11 15:20:48,貨到付款
T0003675,C01885,P00937,1,3559.54,2025-07-03 20:32:23,貨到付款
T0003676,C02142,P01054,4,8449.68,2025-07-04 19:53:31,信用卡
T0003677,C02782,P00995,2,4874.12,2025-07-13 13:24:22,轉帳
T0003678,C00650,P00225,3,7988.400000000001,2025-07-23 20:23:58,貨到付款
T0003679,C02919,P00980,1,934.25,2025-07-19 09:50:26,信用卡
T0003680,C01275,P01790,1,2129.19,2025-07-01 03:59:40,貨到付款
T0003681,C01652,P00653,4,3295.28,2025-07-30 19:59:14,轉帳
T0003682,C03548,P01159,3,7076.16,2025-07-23 11:47:20,轉帳
T0003683,C00774,P01116,2,6876.1,2025-07-05 04:53:25,轉帳
T0003684,C00768,P01829,4,1958.32,2025-07-24 12:16:40,行動支付
T0003685,C01613,P00486,2,6878.08,2025-07-05 02:36:10,行動支付
T0003686,C00254,P00298,1,2581.09,2025-07-06 23:08:20,行動支付
T0003687,C04661,P01624,2,4167.6,2025-07-03 19:21:22,信用卡
T0003688,C03078,P01505,2,7730.44,2025-07-16 21:40:23,轉帳
T0003689,C03309,P00197,4,13058.88,2025-07-27 17:29:41,貨到付款
T0003690,C02452,P01586,2,3197.5,2025-07-05 05:25:26,貨到付款
T0003691,C02863,P00794,4,7737.76,2025-07-02 12:18:09,行動支付
T0003692,C01790,P01581,1,1700.81,2025-07-30 14:13:03,轉帳
T0003693,C03920,P01725,4,2955.04,2025-07-06 14:30:02,貨到付款
T0003694,C01589,P01095,4,11027.96,2025-07-18 05:50:31,貨到付款
T0003695,C01099,P00346,3,3902.67,2025-07-05 04:35:09,信用卡
T0003696,C00919,P01766,2,2548.84,2025-07-04 01:49:12,信用卡
T0003697,C00340,P00530,1,2613.05,2025-07-12 15:09:19,貨到付款
T0003698,C02525,P01108,4,13357.92,2025-07-29 22:12:38,行動支付
T0003699,C02079,P01213,1,2077.27,2025-07-05 03:40:23,行動支付
T0003700,C02685,P01879,3,803.58,2025-07-02 06:43:42,信用卡
T0003701,C00459,P01769,2,5399.36,2025-07-31 22:36:25,行動支付
T0003702,C01105,P01037,4,8379.88,2025-07-29 10:16:01,信用卡
T0003703,C01066,P01011,2,6411.42,2025-07-15 20:43:41,行動支付
T0003704,C01659,P01137,3,7421.58,2025-07-22 16:21:12,信用卡
T0003705,C01803,P00698,3,9969.09,2025-07-20 01:34:29,信用卡
T0003706,C01092,P00421,1,1816.81,2025-07-18 22:42:42,轉帳
T0003707,C03763,P01479,4,6651.8,2025-07-10 19:25:29,行動支付
T0003708,C02652,P01409,1,2502.7,2025-07-22 17:03:28,行動支付
T0003709,C04983,P00744,3,6063.9,2025-07-17 10:19:25,轉帳
T0003710,C04118,P01028,2,3757.24,2025-07-14 22:24:38,貨到付款
T0003711,C04905,P00369,1,3035.44,2025-07-10 18:14:27,轉帳
T0003712,C00044,P01274,1,1942.62,2025-07-30 18:00:43,貨到付款
T0003713,C03344,P00788,2,6162.28,2025-07-31 16:19:13,信用卡
T0003714,C02228,P00121,1,563.09,2025-07-17 14:10:56,貨到付款
T0003715,C04522,P01675,2,4954.36,2025-07-22 19:57:46,行動支付
T0003716,C03068,P01501,4,14784.72,2025-07-01 16:21:37,轉帳
T0003717,C03105,P01995,2,2630.74,2025-07-06 08:40:27,轉帳
T0003718,C04794,P01537,4,6504.76,2025-07-06 13:50:11,信用卡
T0003719,C03412,P00403,2,7310.18,2025-07-13 09:48:54,貨到付款
T0003720,C01604,P00556,3,4074.42,2025-07-05 05:58:49,行動支付
T0003721,C04579,P00604,3,6496.83,2025-07-05 07:47:52,行動支付
T0003722,C04724,P01845,4,9977.2,2025-07-06 11:40:19,貨到付款
T0003723,C01929,P01290,4,12054.52,2025-07-23 20:26:58,信用卡
T0003724,C02701,P01629,3,9026.7,2025-07-18 20:38:45,貨到付款
T0003725,C01414,P01710,4,788.2,2025-07-06 11:03:46,信用卡
T0003726,C04556,P01147,2,1881.62,2025-07-22 12:11:12,轉帳
T0003727,C04110,P00218,2,2985.9,2025-07-25 18:15:16,行動支付
T0003728,C01874,P00132,3,7761.48,2025-07-21 11:56:27,行動支付
T0003729,C04014,P01670,1,3151.05,2025-07-14 14:02:22,信用卡
T0003730,C02227,P00326,2,6961.76,2025-07-04 22:19:38,轉帳
T0003731,C00219,P00420,4,16667.0,2025-07-24 19:05:34,貨到付款
T0003732,C04491,P01455,1,3816.22,2025-07-02 22:55:32,行動支付
T0003733,C00962,P01797,1,780.52,2025-07-13 04:52:35,信用卡
T0003734,C02569,P01735,2,5457.36,2025-07-13 18:47:33,轉帳
T0003735,C04741,P00045,2,5538.18,2025-07-23 15:30:39,轉帳
T0003736,C00836,P00298,1,2581.09,2025-07-31 10:16:38,轉帳
T0003737,C04781,P01154,1,1057.53,2025-07-29 22:56:01,轉帳
T0003738,C02689,P01558,3,7055.549999999999,2025-07-25 11:59:50,行動支付
T0003739,C00036,P01459,4,4272.0,2025-07-25 17:58:39,貨到付款
T0003740,C00327,P01173,3,8140.08,2025-07-12 02:27:39,貨到付款
T0003741,C03351,P00696,2,6289.86,2025-07-23 12:51:05,信用卡
T0003742,C03867,P00048,3,11262.900000000001,2025-07-08 18:17:03,貨到付款
T0003743,C04324,P00605,3,1617.0,2025-07-28 16:34:14,行動支付
T0003744,C02121,P00955,3,4363.5,2025-07-23 17:55:06,行動支付
T0003745,C00519,P01307,3,4127.16,2025-07-18 11:01:07,貨到付款
T0003746,C02688,P01469,4,5490.12,2025-07-13 13:12:17,轉帳
T0003747,C03513,P00385,4,10465.92,2025-07-16 14:04:51,轉帳
T0003748,C04881,P01224,1,4148.86,2025-07-05 15:50:58,行動支付
T0003749,C03876,P00392,2,7097.04,2025-07-07 15:31:38,信用卡
T0003750,C03232,P00009,3,2855.34,2025-07-26 05:39:35,信用卡
T0003751,C04698,P00831,1,430.35,2025-07-26 00:49:43,貨到付款
T0003752,C03734,P00940,1,3326.5,2025-07-29 10:59:51,信用卡
T0003753,C00768,P00420,1,4166.75,2025-07-01 05:13:06,信用卡
T0003754,C02296,P01186,4,10598.04,2025-07-17 19:11:01,轉帳
T0003755,C01658,P00185,3,8921.28,2025-07-01 17:15:37,貨到付款
T0003756,C00437,P01934,3,3226.7699999999995,2025-07-04 13:13:04,轉帳
T0003757,C00271,P00290,2,1507.12,2025-07-30 10:52:52,行動支付
T0003758,C03971,P00096,3,770.1299999999999,2025-07-13 15:43:13,行動支付
T0003759,C02790,P00301,3,5205.75,2025-07-22 05:49:00,信用卡
T0003760,C02874,P00303,1,2948.35,2025-07-19 13:05:10,貨到付款
T0003761,C01138,P00414,2,1578.04,2025-07-16 03:15:07,轉帳
T0003762,C01293,P00236,3,8555.369999999999,2025-07-18 17:27:30,信用卡
T0003763,C01940,P01373,4,11242.96,2025-07-06 00:07:11,轉帳
T0003764,C03151,P01400,3,1102.1399999999999,2025-07-20 08:01:57,行動支付
T0003765,C02165,P00920,1,3891.52,2025-07-28 22:06:42,行動支付
T0003766,C00084,P00933,4,2534.48,2025-07-25 14:40:20,行動支付
T0003767,C03366,P01320,1,982.2,2025-07-13 21:44:44,轉帳
T0003768,C02674,P00107,3,1239.27,2025-07-01 00:00:44,信用卡
T0003769,C03207,P01211,4,3505.36,2025-07-04 17:40:48,轉帳
T0003770,C03091,P01492,2,2755.78,2025-07-24 06:29:24,貨到付款
T0003771,C03779,P00178,2,1517.7,2025-07-28 13:56:13,行動支付
T0003772,C02928,P00225,4,10651.2,2025-07-27 18:18:54,信用卡
T0003773,C03504,P00805,4,14632.76,2025-07-10 16:16:13,行動支付
T0003774,C00362,P00259,1,1038.33,2025-07-26 20:58:49,行動支付
T0003775,C04640,P00361,4,6985.64,2025-07-16 08:58:04,信用卡
T0003776,C00530,P00241,1,490.97,2025-07-11 12:31:19,轉帳
T0003777,C03934,P01443,3,7773.210000000001,2025-07-14 17:07:29,轉帳
T0003778,C01506,P00892,1,4401.44,2025-07-21 04:45:44,信用卡
T0003779,C00432,P01445,4,10152.08,2025-07-18 14:08:30,信用卡
T0003780,C03826,P01323,4,11442.76,2025-07-05 12:11:57,貨到付款
T0003781,C02188,P01851,3,9960.869999999999,2025-07-02 20:03:02,貨到付款
T0003782,C01975,P01519,4,1202.36,2025-07-20 05:46:46,轉帳
T0003783,C03303,P01864,4,5764.24,2025-07-17 00:55:34,貨到付款
T0003784,C02369,P00395,2,2560.92,2025-07-30 19:18:40,貨到付款
T0003785,C02667,P01245,2,614.08,2025-07-23 16:07:11,貨到付款
T0003786,C00681,P01459,3,3204.0,2025-07-27 04:07:24,轉帳
T0003787,C01954,P00074,1,1457.6,2025-07-22 18:01:23,貨到付款
T0003788,C03987,P01143,2,2314.06,2025-07-28 17:45:13,信用卡
T0003789,C02728,P00862,1,4386.86,2025-07-06 06:04:34,轉帳
T0003790,C04800,P00674,4,2131.84,2025-07-08 10:47:48,行動支付
T0003791,C00720,P01072,2,5081.72,2025-07-12 04:28:24,信用卡
T0003792,C03386,P01320,3,2946.6000000000004,2025-07-06 08:41:55,貨到付款
T0003793,C04570,P00910,3,5666.01,2025-07-02 21:05:14,行動支付
T0003794,C03975,P01753,3,5845.83,2025-07-04 07:29:36,行動支付
T0003795,C03646,P01622,2,1388.22,2025-07-12 17:10:33,行動支付
T0003796,C01865,P01553,1,2043.41,2025-07-31 21:13:10,信用卡
T0003797,C04747,P00207,4,5009.12,2025-07-29 13:43:01,信用卡
T0003798,C02767,P01528,1,3067.45,2025-07-04 19:05:25,轉帳
T0003799,C02775,P00564,1,705.28,2025-07-15 15:07:51,貨到付款
T0003800,C00616,P00200,4,10607.32,2025-07-14 23:29:50,貨到付款
T0003801,C00025,P00568,4,6475.76,2025-07-27 17:26:47,轉帳
T0003802,C02983,P01579,2,5372.96,2025-07-05 22:00:11,信用卡
T0003803,C02685,P01366,2,4192.32,2025-07-11 07:12:32,轉帳
T0003804,C04734,P01250,2,6084.92,2025-07-13 20:48:10,行動支付
T0003805,C01523,P00281,2,5394.06,2025-07-14 14:49:01,貨到付款
T0003806,C03741,P00674,2,1065.92,2025-07-06 04:39:36,貨到付款
T0003807,C04517,P00017,4,9500.92,2025-07-10 06:43:51,行動支付
T0003808,C01719,P01329,1,2626.14,2025-07-30 22:13:41,信用卡
T0003809,C02063,P01963,2,4012.38,2025-07-28 01:43:00,行動支付
T0003810,C03229,P00300,2,7062.32,2025-07-12 19:04:38,行動支付
T0003811,C02562,P00573,1,3389.37,2025-07-17 12:04:03,信用卡
T0003812,C00804,P00257,2,6335.3,2025-07-22 13:28:20,貨到付款
T0003813,C01103,P01679,1,283.03,2025-07-26 07:33:16,貨到付款
T0003814,C04173,P01182,1,2857.42,2025-07-17 12:35:18,轉帳
T0003815,C00971,P01401,4,10779.56,2025-07-14 22:28:03,貨到付款
T0003816,C00906,P00733,3,4365.12,2025-07-08 19:32:16,貨到付款
T0003817,C03998,P01935,4,2028.04,2025-07-14 14:31:03,信用卡
T0003818,C04261,P01443,3,7773.210000000001,2025-07-24 00:41:46,行動支付
T0003819,C04256,P01679,3,849.0899999999999,2025-07-08 23:41:28,貨到付款
T0003820,C04661,P00132,3,7761.48,2025-07-13 06:18:53,貨到付款
T0003821,C04971,P01484,2,3843.28,2025-07-02 13:32:14,貨到付款
T0003822,C02306,P01310,4,14826.72,2025-07-11 12:57:00,行動支付
T0003823,C02748,P01610,3,4290.450000000001,2025-07-03 15:10:28,行動支付
T0003824,C01453,P00429,1,2194.04,2025-07-06 10:38:28,行動支付
T0003825,C00336,P01333,2,4642.84,2025-07-08 22:08:35,貨到付款
T0003826,C00491,P01192,4,9611.6,2025-07-06 13:07:54,信用卡
T0003827,C03627,P00256,3,7177.74,2025-07-23 16:15:08,信用卡
T0003828,C02435,P01389,1,1822.49,2025-07-01 13:05:48,信用卡
T0003829,C01654,P00993,4,1666.32,2025-07-06 01:12:16,轉帳
T0003830,C00641,P00034,4,11617.36,2025-07-01 14:12:54,轉帳
T0003831,C03277,P00194,2,5545.96,2025-07-13 12:04:56,行動支付
T0003832,C00500,P01937,4,10319.36,2025-07-20 14:23:01,貨到付款
T0003833,C03097,P00237,2,5907.4,2025-07-06 07:25:20,轉帳
T0003834,C04500,P00550,3,4839.4800000000005,2025-07-03 05:30:40,信用卡
T0003835,C01588,P00847,2,3974.68,2025-07-23 20:54:30,貨到付款
T0003836,C02253,P00718,1,1133.18,2025-07-26 01:05:29,貨到付款
T0003837,C03081,P00653,2,1647.64,2025-07-02 18:17:34,行動支付
T0003838,C01528,P00733,1,1455.04,2025-07-12 22:54:28,轉帳
T0003839,C02920,P00613,2,404.04,2025-07-19 10:32:35,貨到付款
T0003840,C02827,P01848,4,2307.52,2025-07-13 22:40:42,貨到付款
T0003841,C01822,P00424,3,4915.83,2025-07-03 10:50:50,貨到付款
T0003842,C01581,P00054,1,3832.04,2025-07-09 20:28:47,信用卡
T0003843,C02141,P01883,2,8313.5,2025-07-22 17:19:40,行動支付
T0003844,C00024,P01776,2,2955.6,2025-07-10 16:05:15,信用卡
T0003845,C01230,P01557,2,4277.5,2025-07-18 22:33:07,貨到付款
T0003846,C01107,P00051,4,14153.4,2025-07-19 01:07:06,轉帳
T0003847,C03699,P01980,4,3411.48,2025-07-25 22:17:52,信用卡
T0003848,C02180,P01860,1,338.57,2025-07-30 13:26:31,行動支付
T0003849,C04200,P00844,1,3211.08,2025-07-26 16:29:28,轉帳
T0003850,C00671,P00723,4,7000.68,2025-07-14 21:37:55,信用卡
T0003851,C03664,P00323,1,1508.13,2025-07-11 09:36:25,信用卡
T0003852,C04389,P00461,3,9610.5,2025-07-24 02:30:02,轉帳
T0003853,C02314,P00989,3,640.86,2025-07-19 03:06:28,貨到付款
T0003854,C01793,P00120,4,1096.68,2025-07-14 12:04:59,貨到付款
T0003855,C01527,P01198,1,4060.32,2025-07-29 15:29:48,貨到付款
T0003856,C02758,P00123,2,8632.8,2025-07-26 00:56:09,轉帳
T0003857,C00878,P01437,3,2760.75,2025-07-22 11:00:16,行動支付
T0003858,C03033,P01927,4,16456.08,2025-07-23 22:14:19,行動支付
T0003859,C04208,P00862,1,4386.86,2025-07-15 15:10:28,轉帳
T0003860,C04293,P01723,4,13317.64,2025-07-15 17:20:55,行動支付
T0003861,C00700,P00044,2,5740.76,2025-07-07 19:03:39,行動支付
T0003862,C02693,P00456,3,8044.86,2025-07-30 13:37:41,轉帳
T0003863,C01316,P00252,4,4928.92,2025-07-23 10:17:33,轉帳
T0003864,C04431,P00562,4,3458.48,2025-07-19 13:50:15,行動支付
T0003865,C00382,P01300,4,2244.52,2025-07-12 17:31:11,貨到付款
T0003866,C00376,P01802,2,7229.08,2025-07-15 22:39:38,行動支付
T0003867,C00093,P00684,4,10983.16,2025-07-29 22:13:40,轉帳
T0003868,C02535,P00522,2,5889.04,2025-07-24 13:30:57,轉帳
T0003869,C00155,P01728,2,6980.2,2025-07-22 17:10:44,轉帳
T0003870,C02909,P01655,2,6374.36,2025-07-29 11:57:52,行動支付
T0003871,C02025,P01368,3,2764.83,2025-07-20 05:32:25,轉帳
T0003872,C02950,P01284,3,3058.38,2025-07-22 14:45:38,貨到付款
T0003873,C04531,P00443,4,833.56,2025-07-26 12:49:24,行動支付
T0003874,C02757,P01420,4,3953.6,2025-07-10 16:17:08,行動支付
T0003875,C02717,P00570,3,6835.799999999999,2025-07-22 14:37:35,貨到付款
T0003876,C04993,P00499,1,3057.14,2025-07-08 12:48:25,轉帳
T0003877,C02360,P00249,3,1408.74,2025-07-26 16:08:45,行動支付
T0003878,C03875,P01232,2,607.16,2025-07-08 17:35:46,行動支付
T0003879,C01829,P01815,3,6892.530000000001,2025-07-18 14:29:25,貨到付款
T0003880,C01116,P00811,2,568.58,2025-07-06 18:09:30,貨到付款
T0003881,C03860,P00992,4,4006.36,2025-07-08 13:55:14,行動支付
T0003882,C03666,P01828,1,2542.11,2025-07-27 05:19:57,貨到付款
T0003883,C01454,P01279,4,8839.44,2025-07-01 22:40:10,貨到付款
T0003884,C02323,P00737,2,171.02,2025-07-02 20:26:27,信用卡
T0003885,C02552,P01786,2,2564.86,2025-07-07 11:49:03,信用卡
T0003886,C01983,P00616,2,2026.46,2025-07-04 11:56:08,貨到付款
T0003887,C02510,P00129,1,1133.74,2025-07-03 13:44:12,行動支付
T0003888,C03313,P00885,3,12210.84,2025-07-09 21:21:11,信用卡
T0003889,C04239,P01354,4,2663.4,2025-07-28 14:25:10,信用卡
T0003890,C04032,P01996,4,4165.76,2025-07-26 20:35:26,轉帳
T0003891,C03070,P00743,3,9253.23,2025-07-06 21:12:23,信用卡
T0003892,C00829,P00850,4,4505.52,2025-07-15 02:17:17,轉帳
T0003893,C02570,P00344,1,2022.3,2025-07-12 08:45:07,轉帳
T0003894,C02231,P00492,4,6906.68,2025-07-24 21:41:19,信用卡
T0003895,C00895,P00959,2,8738.94,2025-07-07 12:18:59,貨到付款
T0003896,C04743,P00212,3,4360.5,2025-07-05 02:06:29,行動支付
T0003897,C03297,P01673,1,1987.79,2025-07-11 12:36:16,轉帳
T0003898,C04838,P00502,3,5602.5,2025-07-10 23:21:30,轉帳
T0003899,C03679,P00868,1,2528.65,2025-07-21 12:48:52,轉帳
T0003900,C02417,P00221,2,5334.9,2025-07-03 17:34:45,信用卡
T0003901,C01793,P01109,3,5640.09,2025-07-10 10:40:49,轉帳
T0003902,C01094,P01538,4,5902.2,2025-07-10 13:32:07,信用卡
T0003903,C02438,P01594,1,517.66,2025-07-29 13:10:39,信用卡
T0003904,C00314,P01028,3,5635.86,2025-07-04 09:58:26,貨到付款
T0003905,C01847,P00077,4,9363.88,2025-07-09 19:41:39,行動支付
T0003906,C00214,P00053,3,5322.36,2025-07-06 21:42:24,貨到付款
T0003907,C01033,P01822,3,5525.82,2025-07-10 10:38:56,行動支付
T0003908,C04538,P01585,3,9212.73,2025-07-17 23:11:16,貨到付款
T0003909,C01806,P01107,1,1172.97,2025-07-15 19:20:13,信用卡
T0003910,C02348,P00200,4,10607.32,2025-07-21 21:39:33,貨到付款
T0003911,C02273,P00797,2,2699.88,2025-07-29 15:48:41,信用卡
T0003912,C00232,P01526,1,2738.91,2025-07-19 19:23:15,行動支付
T0003913,C04902,P00179,1,1202.92,2025-07-28 00:29:20,行動支付
T0003914,C01620,P00323,1,1508.13,2025-07-26 02:23:41,貨到付款
T0003915,C03518,P01032,2,4698.88,2025-07-03 20:14:54,貨到付款
T0003916,C02606,P01088,4,4896.64,2025-07-09 15:36:11,轉帳
T0003917,C04148,P01033,4,10809.56,2025-07-30 18:15:03,信用卡
T0003918,C04174,P01624,4,8335.2,2025-07-11 22:52:56,信用卡
T0003919,C01316,P01340,3,12313.079999999998,2025-07-18 10:20:47,信用卡
T0003920,C02721,P00895,3,9904.05,2025-07-07 23:01:46,信用卡
T0003921,C00869,P00296,3,4654.68,2025-07-17 06:16:25,行動支付
T0003922,C03268,P00060,2,3564.32,2025-07-10 21:15:47,轉帳
T0003923,C01826,P01439,3,1909.56,2025-07-16 16:43:52,貨到付款
T0003924,C03266,P01948,2,7726.2,2025-07-13 22:19:13,轉帳
T0003925,C04177,P01408,4,2881.88,2025-07-24 03:52:40,貨到付款
T0003926,C02583,P00926,3,5281.0199999999995,2025-07-03 21:40:26,信用卡
T0003927,C01881,P00390,3,1358.73,2025-07-01 14:47:47,行動支付
T0003928,C04536,P00084,1,1125.89,2025-07-19 09:46:01,信用卡
T0003929,C02581,P00905,2,610.82,2025-07-13 19:38:40,貨到付款
