product_id,product_name,category,brand,list_price,sale_price,weight_dimensions,employee_id,create_date,modify_date
P00311,Product_311,服飾,Brand_G,2639,1880,3695g,EMP0003,2025-02-08,2025-02-25
P00312,Product_312,3C,Brand_E,284,259,89x40x50cm,EMP0006,2024-12-13,
P00313,Product_313,食品,Brand_I,2889,2419,4390g,EMP0004,2024-08-15,
P00314,Product_314,食品,Brand_G,4612,3456,96x100x71cm,EMP0002,2024-07-12,
P00315,Product_315,服飾,Brand_E,4845,3776,43x93x80cm,EMP0003,2025-03-22,
P00316,Product_316,圖書,Brand_D,2749,2118,54x75x70cm,EMP0006,2024-12-05,
P00317,Product_317,3C,Brand_J,2345,1953,66x57x72cm,EMP0007,2025-03-13,
P00318,Product_318,美妝,Brand_C,4731,3373,1800g,EMP0008,2024-09-02,2025-01-03
P00319,Product_319,食品,Brand_F,3401,2515,1069g,EMP0004,2025-03-06,
P00320,Product_320,服飾,Brand_A,418,378,2372g,EMP0005,2025-01-13,
P00321,Product_321,食品,Brand_D,2382,1746,80x66x65cm,EMP0002,2024-11-27,
P00322,Product_322,食品,Brand_A,1277,969,58x19x23cm,EMP0000,2024-09-18,2025-06-15
P00323,Product_323,圖書,Brand_A,2402,1954,978g,EMP0001,2024-08-17,
P00324,Product_324,食品,Brand_C,2332,1934,70x94x93cm,EMP0008,2024-10-22,2025-07-21
P00325,Product_325,美妝,Brand_A,2953,2630,71x80x41cm,EMP0001,2025-04-11,
P00326,Product_326,食品,Brand_I,1848,1500,51x88x34cm,EMP0004,2025-01-12,2025-06-25
P00327,Product_327,3C,Brand_B,905,812,4562g,EMP0008,2024-11-30,
P00328,Product_328,圖書,Brand_C,2568,2195,3621g,EMP0007,2025-05-08,
P00329,Product_329,服飾,Brand_H,4168,3035,77x92x34cm,EMP0008,2025-05-01,
P00330,Product_330,家居,Brand_E,3354,2479,36x71x48cm,EMP0000,2024-07-31,
P00331,Product_331,3C,Brand_C,1758,1423,2102g,EMP0002,2024-11-12,
P00332,Product_332,家居,Brand_D,4684,3744,1109g,EMP0005,2025-05-21,
P00333,Product_333,3C,Brand_E,4570,4048,91x24x60cm,EMP0004,2024-09-07,
P00334,Product_334,服飾,Brand_J,1126,952,4597g,EMP0004,2025-02-12,
P00335,Product_335,圖書,Brand_C,293,234,1439g,EMP0007,2025-04-11,
P00336,Product_336,服飾,Brand_I,3732,2772,3100g,EMP0009,2025-03-21,
P00337,Product_337,圖書,Brand_B,4155,3144,2750g,EMP0009,2024-12-27,2025-03-17
P00338,Product_338,圖書,Brand_J,4843,4086,16x100x27cm,EMP0001,2025-05-26,
P00339,Product_339,圖書,Brand_E,4460,3594,27x38x77cm,EMP0001,2024-11-28,
P00340,Product_340,食品,Brand_G,3043,2522,1487g,EMP0000,2025-05-30,
P00341,Product_341,服飾,Brand_A,2697,2003,86x81x77cm,EMP0004,2024-09-15,
P00342,Product_342,家居,Brand_J,236,205,17x56x16cm,EMP0005,2024-08-22,
P00343,Product_343,3C,Brand_E,1309,1195,100x48x74cm,EMP0005,2025-05-01,
P00344,Product_344,家居,Brand_D,2352,1798,1138g,EMP0002,2025-06-18,
P00345,Product_345,食品,Brand_D,3180,2616,4872g,EMP0001,2025-04-29,
P00346,Product_346,服飾,Brand_H,2831,2672,3693g,EMP0001,2024-08-18,
P00347,Product_347,家居,Brand_A,3739,2929,51x45x31cm,EMP0000,2024-10-11,
P00348,Product_348,3C,Brand_C,1471,1248,10x24x44cm,EMP0002,2025-01-15,
P00349,Product_349,圖書,Brand_J,2868,-32,1254g,EMP0005,2025-05-17,
P00350,Product_350,家居,Brand_G,532,453,1756g,EMP0000,2025-04-19,
P00351,Product_351,服飾,Brand_J,2127,1537,954g,EMP0008,2025-05-15,
P00352,Product_352,3C,Brand_A,3776,3549,65x25x15cm,EMP0003,2025-06-07,
P00353,Product_353,美妝,Brand_F,3498,3074,3116g,EMP0009,2025-01-14,
P00354,Product_354,美妝,Brand_F,4954,4444,2276g,EMP0002,2024-09-09,
P00355,Product_355,美妝,Brand_G,1462,1280,619g,EMP0004,2024-09-29,
P00356,Product_356,家居,Brand_G,2541,2153,38x64x46cm,EMP0006,2025-01-01,
P00357,Product_357,食品,Brand_D,1715,1393,1731g,EMP0003,2025-01-21,
P00358,Product_358,服飾,Brand_B,2259,2066,309g,EMP0007,2024-11-22,
P00359,Product_359,服飾,Brand_B,4299,4038,3826g,EMP0003,2025-04-09,
P00360,Product_360,3C,Brand_F,3453,2848,96x36x99cm,EMP0007,2025-02-08,2025-06-09
P00361,Product_361,美妝,Brand_B,4424,4127,76x61x93cm,EMP0003,2024-08-21,
P00362,Product_362,圖書,Brand_H,1097,928,44x85x69cm,EMP0000,2024-11-08,
P00363,Product_363,家居,Brand_F,4379,3655,95x67x59cm,EMP0005,2024-11-24,
P00364,Product_364,服飾,Brand_C,393,320,767g,EMP0009,2024-08-13,
P00365,Product_365,家居,Brand_C,4454,3351,60x83x22cm,EMP0003,2025-01-04,
P00366,Product_366,圖書,Brand_C,1712,1200,13x48x10cm,EMP0000,2025-05-17,2025-07-03
P00367,Product_367,服飾,Brand_F,1641,1248,50x16x21cm,EMP0007,2024-10-06,
P00368,Product_368,美妝,Brand_F,2609,2159,2844g,EMP0005,2025-03-31,
P00369,Product_369,3C,Brand_J,4709,3744,2373g,EMP0008,2024-10-09,
P00370,Product_370,服飾,Brand_A,334,271,96x35x24cm,EMP0008,2024-06-01,
P00371,Product_371,家居,Brand_J,1826,1726,2879g,EMP0000,2025-04-06,
P00372,Product_372,食品,Brand_E,4297,3384,2352g,EMP0005,2025-06-13,
P00373,Product_373,3C,Brand_D,2041,1659,1146g,EMP0000,2024-08-16,
P00374,Product_374,服飾,Brand_D,1076,789,4117g,EMP0009,2025-03-30,
P00375,Product_375,圖書,Brand_H,2181,1553,51x23x38cm,EMP0007,2024-08-18,
P00376,Product_376,服飾,Brand_G,1989,1778,76x40x79cm,EMP0009,2024-07-10,
P00377,Product_377,服飾,Brand_H,4586,3864,77x65x72cm,EMP0008,2024-10-31,
P00378,Product_378,圖書,Brand_G,3833,3412,1175g,EMP0002,2024-08-08,
P00379,Product_379,美妝,Brand_F,2575,1899,2835g,EMP0009,2024-07-18,
P00380,Product_380,圖書,Brand_G,4943,4167,1938g,EMP0000,2024-10-25,
P00381,Product_381,食品,Brand_E,2380,1817,1893g,EMP0005,2025-03-20,
P00382,Product_382,美妝,Brand_J,385,292,91x30x97cm,EMP0004,2025-03-10,
P00383,Product_383,圖書,Brand_E,1385,-53,95x27x30cm,EMP0000,2025-03-07,
P00384,Product_384,家居,Brand_F,2237,1639,529g,EMP0009,2025-04-15,
P00385,Product_385,食品,Brand_I,869,675,4195g,EMP0005,2025-03-23,
P00386,Product_386,美妝,Brand_A,4743,3459,2937g,EMP0003,2024-09-22,
P00387,Product_387,圖書,Brand_A,3858,3651,4618g,EMP0002,2024-11-12,
P00388,Product_388,家居,Brand_D,1415,1099,1416g,EMP0002,2024-10-15,
P00389,Product_389,圖書,Brand_C,2995,2194,83x82x38cm,EMP0002,2025-03-19,
P00390,Product_390,食品,Brand_D,3635,2725,1488g,EMP0000,2025-01-10,
P00391,Product_391,食品,Brand_H,4712,3991,78x74x89cm,EMP0009,2024-11-23,
P00392,Product_392,美妝,Brand_H,4420,3165,2995g,EMP0007,2025-05-10,2025-07-27
P00393,Product_393,服飾,Brand_B,2624,2403,96x62x82cm,EMP0007,2025-05-18,
P00394,Product_394,食品,Brand_B,3896,3664,18x79x25cm,EMP0001,2025-06-22,
P00395,Product_395,服飾,Brand_J,2855,2174,75x86x26cm,EMP0006,2024-08-03,
P00396,Product_396,3C,Brand_I,2808,2282,15x58x42cm,EMP0005,2024-12-10,
P00397,Product_397,圖書,Brand_H,662,467,30x88x95cm,EMP0004,2024-09-27,
P00398,Product_398,食品,Brand_I,718,618,19x85x86cm,EMP0006,2025-05-23,
P00399,Product_399,家居,Brand_B,2695,2165,2282g,EMP0005,2025-04-01,
P00400,Product_400,圖書,Brand_B,1417,1088,2116g,EMP0000,2025-03-23,
P00401,Product_401,家居,Brand_D,203,153,98x61x70cm,EMP0007,2025-05-26,
P00402,Product_402,3C,Brand_E,3642,3145,2037g,EMP0002,2025-04-16,
P00403,Product_403,食品,Brand_G,259,208,51x58x19cm,EMP0007,2024-07-12,
P00404,Product_404,美妝,Brand_C,3017,2247,83x95x32cm,EMP0008,2024-12-16,
P00405,Product_405,圖書,Brand_G,2742,2392,45x84x67cm,EMP0003,2025-01-20,
P00406,Product_406,家居,Brand_A,4847,4078,88x24x50cm,EMP0001,2024-07-29,
P00407,Product_407,家居,Brand_G,2473,2262,412g,EMP0006,2025-02-22,
P00408,Product_408,圖書,Brand_C,412,300,48x36x85cm,EMP0007,2024-11-13,
P00409,Product_409,服飾,Brand_A,2803,2513,4736g,EMP0005,2024-10-30,
P00410,Product_410,美妝,Brand_F,4221,3666,39x46x80cm,EMP0009,2025-06-20,
P00411,Product_411,美妝,Brand_B,4985,3633,1531g,EMP0006,2025-02-03,
P00412,Product_412,3C,Brand_G,2209,1930,552g,EMP0005,2024-07-12,
P00413,Product_413,食品,Brand_B,1669,1353,29x33x93cm,EMP0003,2025-07-12,
P00414,Product_414,家居,Brand_C,4543,4253,3270g,EMP0007,2024-11-29,
P00415,Product_415,美妝,Brand_F,1037,763,4645g,EMP0008,2025-01-12,
P00416,Product_416,圖書,Brand_H,3116,2682,2577g,EMP0005,2024-10-24,
P00417,Product_417,美妝,Brand_A,2088,1661,584g,EMP0004,2024-12-10,
P00418,Product_418,食品,Brand_B,301,283,1224g,EMP0009,2025-05-18,
P00419,Product_419,家居,Brand_J,1802,1410,33x77x43cm,EMP0007,2024-12-31,
P00420,Product_420,服飾,Brand_J,1400,1316,100x67x18cm,EMP0001,2024-07-29,
P00421,Product_421,美妝,Brand_H,3462,3204,97x56x54cm,EMP0005,2025-05-11,2025-05-27
P00422,Product_422,美妝,Brand_C,4749,3645,59x99x49cm,EMP0003,2024-12-06,
P00423,Product_423,圖書,Brand_F,1413,1273,35x44x65cm,EMP0001,2025-04-23,
P00424,Product_424,食品,Brand_B,4076,3868,72x50x62cm,EMP0004,2024-09-28,
P00425,Product_425,美妝,Brand_B,371,283,2664g,EMP0006,2025-03-18,
P00426,Product_426,家居,Brand_J,2737,2215,1647g,EMP0003,2024-09-08,
P00427,Product_427,家居,Brand_D,446,370,100x59x19cm,EMP0007,2024-09-19,
P00428,Product_428,食品,Brand_I,4677,3619,3854g,EMP0003,2024-09-28,
P00429,Product_429,美妝,Brand_I,3855,2713,4672g,EMP0003,2025-04-02,
P00430,Product_430,3C,Brand_D,3324,2510,67x38x32cm,EMP0006,2024-09-18,
P00431,Product_431,圖書,Brand_E,4137,3188,2531g,EMP0000,2025-02-07,
P00432,Product_432,食品,Brand_C,3273,2654,56x12x20cm,EMP0002,2024-12-24,
P00433,Product_433,家居,Brand_E,4848,3601,1090g,EMP0001,2024-07-24,
P00434,Product_434,美妝,Brand_A,3598,3304,38x85x93cm,EMP0008,2025-01-12,
P00435,Product_435,家居,Brand_J,4631,4058,4764g,EMP0004,2024-11-07,
P00436,Product_436,食品,Brand_G,2634,1900,40x96x36cm,EMP0007,2025-05-11,
P00437,Product_437,3C,Brand_A,674,581,40x91x21cm,EMP0000,2025-04-04,
P00438,Product_438,3C,Brand_J,2688,2321,1674g,EMP0004,2024-10-21,
P00439,Product_439,美妝,Brand_E,722,678,2069g,EMP0009,2024-08-18,
P00440,Product_440,食品,Brand_J,3003,2105,86x21x36cm,EMP0002,2024-10-03,
P00441,Product_441,美妝,Brand_E,2464,1878,3343g,EMP0003,2025-06-14,
P00442,Product_442,圖書,Brand_I,3151,2936,49x21x77cm,EMP0005,2024-09-15,
P00443,Product_443,服飾,Brand_E,149,139,93x30x64cm,EMP0002,2025-06-28,
P00444,Product_444,食品,Brand_D,1055,928,3782g,EMP0004,2024-11-26,2025-04-26
P00445,Product_445,家居,Brand_A,2508,2235,3831g,EMP0002,2024-12-12,
P00446,Product_446,美妝,Brand_C,4757,3439,18x60x96cm,EMP0007,2025-04-02,
P00447,Product_447,3C,Brand_A,1980,1640,4209g,EMP0007,2025-01-20,
P00448,Product_448,美妝,Brand_E,2179,1652,4164g,EMP0006,2025-06-12,
P00449,Product_449,圖書,Brand_I,3602,2685,25x48x38cm,EMP0004,2025-06-02,
P00450,Product_450,圖書,Brand_D,3059,2761,86x96x63cm,EMP0006,2025-05-22,
P00451,Product_451,服飾,Brand_D,1565,1148,4876g,EMP0001,2024-12-09,
P00452,Product_452,服飾,Brand_G,2113,1727,3018g,EMP0002,2024-10-29,
P00453,Product_453,圖書,Brand_E,1167,1090,30x86x33cm,EMP0001,2025-01-23,
P00454,Product_454,食品,Brand_B,4834,3608,32x15x24cm,EMP0005,2025-04-20,
P00455,Product_455,圖書,Brand_H,740,699,3834g,EMP0005,2025-03-24,
P00456,Product_456,食品,Brand_B,1922,1823,1907g,EMP0002,2024-12-30,
P00457,Product_457,食品,Brand_H,227,190,47x19x94cm,EMP0000,2025-02-24,
P00458,Product_458,圖書,Brand_E,1187,881,1198g,EMP0009,2024-08-20,
P00459,Product_459,圖書,Brand_A,3924,3057,53x31x96cm,EMP0004,2025-06-28,
P00460,Product_460,圖書,Brand_H,1086,875,4299g,EMP0003,2025-06-12,
P00461,Product_461,美妝,Brand_H,492,383,45x32x79cm,EMP0005,2025-05-10,
P00462,Product_462,3C,Brand_F,2425,1868,1761g,EMP0001,2025-01-23,
P00463,Product_463,家居,Brand_I,149,140,29x52x66cm,EMP0002,2024-12-15,
P00464,Product_464,3C,Brand_I,515,380,75x64x64cm,EMP0004,2025-03-27,
P00465,Product_465,圖書,Brand_B,4057,3584,2488g,EMP0005,2025-06-10,
P00466,Product_466,圖書,Brand_I,3880,2717,4950g,EMP0008,2025-01-18,2025-04-21
P00467,Product_467,食品,Brand_F,4584,3892,1888g,EMP0006,2025-05-18,
P00468,Product_468,圖書,Brand_G,4287,3983,27x51x53cm,EMP0008,2025-04-04,
P00469,Product_469,圖書,Brand_G,3448,2661,13x80x10cm,EMP0009,2024-09-05,2024-09-16
P00470,Product_470,家居,Brand_D,356,266,2358g,EMP0003,2024-07-23,
P00471,Product_471,美妝,Brand_G,3936,3396,98x49x85cm,EMP0007,2025-01-05,
P00472,Product_472,美妝,Brand_I,4243,3726,579g,EMP0003,2024-10-10,
P00473,Product_473,美妝,Brand_D,4016,3502,71x91x91cm,EMP0005,2024-09-14,
P00474,Product_474,食品,Brand_C,2592,2021,10x13x43cm,EMP0007,2025-05-11,
P00475,Product_475,食品,Brand_D,1241,947,1335g,EMP0004,2025-05-15,
P00476,Product_476,食品,Brand_F,4242,3983,2711g,EMP0009,2024-12-24,
P00477,Product_477,3C,Brand_H,3663,3410,89x63x74cm,EMP0002,2024-11-03,
P00478,Product_478,食品,Brand_C,4906,3995,34x91x31cm,EMP0007,2024-09-24,
P00479,Product_479,食品,Brand_J,863,787,38x60x29cm,EMP0007,2025-06-08,
P00480,Product_480,美妝,Brand_D,1206,980,65x37x93cm,EMP0009,2025-03-06,
P00481,Product_481,美妝,Brand_F,1138,917,40x52x96cm,EMP0001,2024-12-30,
P00482,Product_482,家居,Brand_D,3983,2945,12x44x97cm,EMP0001,2025-02-24,
P00483,Product_483,美妝,Brand_C,1016,819,432g,EMP0000,2024-12-13,
P00484,Product_484,服飾,Brand_H,427,356,4725g,EMP0006,2024-10-09,
P00485,Product_485,服飾,Brand_H,4993,3523,10x71x24cm,EMP0001,2024-10-17,
P00486,Product_486,3C,Brand_E,222,180,73x87x83cm,EMP0005,2024-09-19,2025-07-21
P00487,Product_487,圖書,Brand_D,4193,3754,94x39x97cm,EMP0008,2024-07-22,
P00488,Product_488,家居,Brand_A,1890,1645,45x22x55cm,EMP0001,2024-12-31,
P00489,Product_489,服飾,Brand_A,4224,3627,274g,EMP0001,2025-02-23,
P00490,Product_490,美妝,Brand_D,2818,2613,62x45x67cm,EMP0009,2025-04-21,2025-06-26
P00491,Product_491,3C,Brand_I,4518,3183,4179g,EMP0007,2025-03-08,
P00492,Product_492,美妝,Brand_F,4638,3893,1572g,EMP0007,2025-02-22,
P00493,Product_493,服飾,Brand_H,145,130,36x99x94cm,EMP0006,2024-09-03,
P00494,Product_494,食品,Brand_H,470,392,79x95x81cm,EMP0003,2025-01-23,
P00495,Product_495,3C,Brand_H,1327,1036,890g,EMP0008,2025-05-23,
P00496,Product_496,家居,Brand_D,3380,2481,54x28x23cm,EMP0009,2024-12-17,
P00497,Product_497,食品,Brand_B,4453,4105,1896g,EMP0005,2025-04-13,
P00498,Product_498,圖書,Brand_C,2354,1925,3853g,EMP0007,2025-04-21,
P00499,Product_499,3C,Brand_F,3074,2827,93x29x62cm,EMP0000,2025-05-30,
P00500,Product_500,服飾,Brand_J,1024,866,3209g,EMP0000,2025-01-14,
P00501,Product_501,食品,Brand_G,4044,3513,11x22x26cm,EMP0008,2025-04-22,
P00502,Product_502,食品,Brand_G,4840,4361,3660g,EMP0006,2024-07-27,
P00503,Product_503,圖書,Brand_C,1416,1225,59x12x79cm,EMP0005,2025-06-30,
P00504,Product_504,3C,Brand_D,2525,2018,33x71x36cm,EMP0002,2024-09-08,
P00505,Product_505,美妝,Brand_E,522,432,73x22x80cm,EMP0002,2024-09-08,
P00506,Product_506,美妝,Brand_F,2840,2558,1482g,EMP0009,2025-02-10,
P00507,Product_507,食品,Brand_J,2564,2034,4050g,EMP0005,2025-03-02,
P00508,Product_508,服飾,Brand_E,808,644,35x24x89cm,EMP0001,2024-08-22,
P00509,Product_509,食品,Brand_B,2266,1640,29x34x73cm,EMP0005,2025-05-04,
P00510,Product_510,圖書,Brand_F,1737,1613,176g,EMP0008,2024-08-11,2024-10-22
P00511,Product_511,3C,Brand_J,2657,1920,96x98x29cm,EMP0002,2025-03-03,
P00512,Product_512,家居,Brand_E,2970,2560,4797g,EMP0008,2024-10-10,2025-01-20
P00513,Product_513,美妝,Brand_E,142,114,1131g,EMP0004,2024-11-27,
P00514,Product_514,3C,Brand_I,3829,3069,27x70x22cm,EMP0008,2025-05-27,
P00515,Product_515,服飾,Brand_A,3594,3126,31x73x25cm,EMP0004,2024-09-01,
P00516,Product_516,美妝,Brand_F,1895,1358,77x96x16cm,EMP0009,2025-03-27,
P00517,Product_517,家居,Brand_B,359,305,279g,EMP0003,2024-07-27,
P00518,Product_518,服飾,Brand_B,3799,3393,93x78x86cm,EMP0002,2025-06-04,
P00519,Product_519,美妝,Brand_J,4780,4336,1756g,EMP0004,2024-07-10,
P00520,Product_520,美妝,Brand_D,1277,948,1939g,EMP0005,2024-09-04,
P00521,Product_521,服飾,Brand_G,1685,1558,490g,EMP0001,2025-04-10,
P00522,Product_522,圖書,Brand_E,1001,865,32x43x71cm,EMP0003,2025-05-29,
P00523,Product_523,服飾,Brand_H,2927,2694,3702g,EMP0007,2025-01-08,
P00524,Product_524,家居,Brand_C,859,705,93x19x73cm,EMP0005,2024-12-15,
P00525,Product_525,美妝,Brand_G,1845,1542,37x48x49cm,EMP0003,2024-07-09,
P00526,Product_526,3C,Brand_H,3515,3268,4508g,EMP0004,2024-08-15,
P00527,Product_527,美妝,Brand_E,2845,2631,390g,EMP0001,2024-07-04,
P00528,Product_528,圖書,Brand_B,1994,1619,3551g,EMP0006,2025-05-06,
P00529,Product_529,3C,Brand_B,2159,1660,3942g,EMP0008,2024-12-05,
P00530,Product_530,食品,Brand_F,2854,2279,69x46x70cm,EMP0001,2025-04-22,
P00531,Product_531,食品,Brand_F,129,103,82x37x15cm,EMP0004,2025-01-05,
P00532,Product_532,食品,Brand_C,485,374,4537g,EMP0001,2024-09-11,
P00533,Product_533,服飾,Brand_H,4418,3389,2841g,EMP0008,2025-05-31,
P00534,Product_534,食品,Brand_J,482,441,2465g,EMP0009,2024-12-05,
P00535,Product_535,家居,Brand_I,3563,2557,10x89x12cm,EMP0001,2024-11-27,
P00536,Product_536,圖書,Brand_I,4608,4006,56x72x13cm,EMP0008,2024-12-05,2024-12-24
P00537,Product_537,食品,Brand_D,1426,1060,548g,EMP0004,2024-11-05,
P00538,Product_538,服飾,Brand_F,1915,1506,3910g,EMP0006,2025-03-24,
P00539,Product_539,食品,Brand_A,2888,2066,2522g,EMP0002,2025-04-30,2025-07-04
P00540,Product_540,家居,Brand_J,4420,3393,1335g,EMP0000,2025-01-07,
P00541,Product_541,食品,Brand_F,4715,4207,4624g,EMP0002,2025-03-19,
P00542,Product_542,3C,Brand_A,3724,3431,13x57x72cm,EMP0009,2025-05-29,
P00543,Product_543,3C,Brand_I,524,-90,49x73x63cm,EMP0005,2025-02-17,
P00544,Product_544,食品,Brand_G,3379,2757,4892g,EMP0001,2025-01-10,
P00545,Product_545,食品,Brand_F,2110,1726,65x73x95cm,EMP0003,2025-01-15,
P00546,Product_546,圖書,Brand_C,2406,2210,28x56x36cm,EMP0006,2024-11-12,
P00547,Product_547,美妝,Brand_G,341,304,4224g,EMP0002,2024-11-30,
P00548,Product_548,美妝,Brand_B,1036,858,73x42x81cm,EMP0007,2024-11-15,2025-05-12
P00549,Product_549,食品,Brand_J,3974,3448,93x79x94cm,EMP0007,2025-02-19,
P00550,Product_550,圖書,Brand_E,2324,2119,1544g,EMP0000,2024-09-26,
P00551,Product_551,美妝,Brand_E,1578,1108,3773g,EMP0002,2024-12-07,
P00552,Product_552,食品,Brand_H,1982,1587,1071g,EMP0002,2025-04-02,
P00553,Product_553,圖書,Brand_E,4287,3973,1410g,EMP0002,2024-12-19,2025-02-27
P00554,Product_554,服飾,Brand_D,3770,3337,3687g,EMP0009,2024-10-14,
P00555,Product_555,家居,Brand_J,1434,1199,4731g,EMP0002,2025-01-25,
P00556,Product_556,圖書,Brand_J,676,563,69x67x62cm,EMP0008,2025-04-12,
P00557,Product_557,服飾,Brand_F,1335,1050,4269g,EMP0006,2025-01-06,2025-03-22
P00558,Product_558,3C,Brand_A,4612,3828,1206g,EMP0000,2025-01-21,
P00559,Product_559,食品,Brand_F,2950,2548,594g,EMP0004,2025-06-15,
P00560,Product_560,食品,Brand_A,2714,2184,1105g,EMP0007,2025-01-16,2025-06-04
P00561,Product_561,圖書,Brand_F,3022,2655,1145g,EMP0009,2024-08-26,
P00562,Product_562,3C,Brand_F,1894,1733,3920g,EMP0001,2024-09-08,2025-06-07
P00563,Product_563,服飾,Brand_J,4055,2995,73x60x22cm,EMP0009,2024-07-24,
P00564,Product_564,食品,Brand_B,2664,2166,83x50x86cm,EMP0001,2024-08-19,
P00565,Product_565,家居,Brand_A,672,539,15x96x75cm,EMP0001,2025-06-07,
P00566,Product_566,家居,Brand_I,732,639,3931g,EMP0008,2025-04-17,
P00567,Product_567,3C,Brand_F,2731,2082,97x78x82cm,EMP0001,2025-01-13,
P00568,Product_568,美妝,Brand_C,4689,4033,2099g,EMP0005,2025-06-14,
P00569,Product_569,食品,Brand_D,1611,1481,1738g,EMP0001,2024-12-24,
P00570,Product_570,服飾,Brand_G,4361,3508,128g,EMP0006,2024-07-21,
P00571,Product_571,3C,Brand_I,3844,3566,98x82x49cm,EMP0003,2025-04-07,
P00572,Product_572,美妝,Brand_I,1314,1246,1979g,EMP0007,2025-05-08,
P00573,Product_573,家居,Brand_C,278,202,24x16x90cm,EMP0002,2024-07-02,
P00574,Product_574,服飾,Brand_A,599,454,952g,EMP0003,2025-02-12,
P00575,Product_575,食品,Brand_F,3670,3441,2792g,EMP0005,2024-07-10,
P00576,Product_576,食品,Brand_F,1078,1013,37x29x13cm,EMP0005,2025-03-24,
P00577,Product_577,圖書,Brand_G,1919,1390,14x13x26cm,EMP0002,2025-01-06,
P00578,Product_578,美妝,Brand_I,2558,1800,19x17x62cm,EMP0009,2025-03-09,
P00579,Product_579,3C,Brand_D,3655,2706,3052g,EMP0004,2024-08-14,
P00580,Product_580,家居,Brand_E,655,621,87x42x63cm,EMP0003,2025-05-02,
P00581,Product_581,美妝,Brand_I,2091,1558,36x61x86cm,EMP0004,2024-08-14,
P00582,Product_582,圖書,Brand_F,2477,2045,27x58x31cm,EMP0006,2024-08-04,
P00583,Product_583,服飾,Brand_A,2750,2508,71x69x88cm,EMP0007,2025-06-25,
P00584,Product_584,服飾,Brand_B,4110,2898,1128g,EMP0003,2024-12-02,
P00585,Product_585,食品,Brand_F,941,801,56x37x71cm,EMP0003,2024-08-30,
P00586,Product_586,家居,Brand_I,4058,3122,2588g,EMP0005,2025-01-05,
P00587,Product_587,3C,Brand_F,3495,3200,1724g,EMP0003,2024-09-14,
P00588,Product_588,3C,Brand_G,2824,2177,68x35x96cm,EMP0008,2024-12-27,2025-02-19
P00589,Product_589,食品,Brand_J,3528,3075,85x74x60cm,EMP0006,2024-07-26,
P00590,Product_590,圖書,Brand_I,2119,1840,79x87x25cm,EMP0005,2024-08-28,
P00591,Product_591,美妝,Brand_F,778,-24,684g,EMP0008,2025-06-19,
P00592,Product_592,食品,Brand_F,3362,2383,82x14x39cm,EMP0006,2024-11-07,
P00593,Product_593,圖書,Brand_E,2671,2143,915g,EMP0000,2025-05-15,
P00594,Product_594,服飾,Brand_I,3233,2497,73x73x78cm,EMP0001,2024-08-05,
P00595,Product_595,美妝,Brand_G,1756,1585,3560g,EMP0004,2024-09-28,2025-05-27
P00596,Product_596,食品,Brand_E,4544,4090,57x19x36cm,EMP0008,2025-05-02,
P00597,Product_597,家居,Brand_A,2978,2425,3413g,EMP0002,2025-04-28,
P00598,Product_598,食品,Brand_H,518,442,71x57x26cm,EMP0003,2025-05-01,
P00599,Product_599,美妝,Brand_H,2304,1961,71x42x84cm,EMP0007,2024-09-10,2025-04-21
P00600,Product_600,家居,Brand_F,3806,3451,238g,EMP0007,2024-10-12,
P00601,Product_601,食品,Brand_J,3991,3218,97x90x93cm,EMP0000,2024-12-06,
P00602,Product_602,食品,Brand_D,2524,1940,77x41x20cm,EMP0008,2024-10-16,
P00603,Product_603,美妝,Brand_C,4484,3436,30x98x50cm,EMP0005,2024-10-09,
P00604,Product_604,3C,Brand_D,1412,1177,584g,EMP0001,2024-11-24,
P00605,Product_605,食品,Brand_I,2112,1715,99x18x22cm,EMP0008,2024-10-06,
P00606,Product_606,家居,Brand_I,4503,3648,2714g,EMP0007,2024-07-27,
P00607,Product_607,3C,Brand_D,4492,3246,1905g,EMP0001,2025-03-30,
P00608,Product_608,3C,Brand_A,3460,3044,2785g,EMP0007,2024-10-16,
P00609,Product_609,家居,Brand_E,4309,3247,3309g,EMP0000,2024-08-28,
P00610,Product_610,食品,Brand_J,535,401,3927g,EMP0001,2025-01-11,
P00611,Product_611,美妝,Brand_J,4338,3485,74x62x77cm,EMP0007,2024-09-15,
P00612,Product_612,服飾,Brand_B,1671,1265,3886g,EMP0005,2024-09-08,
P00613,Product_613,圖書,Brand_G,974,824,12x91x49cm,EMP0008,2025-01-03,
P00614,Product_614,食品,Brand_I,1273,1009,97x97x83cm,EMP0004,2025-03-21,
P00615,Product_615,家居,Brand_A,2148,1745,70x18x69cm,EMP0003,2024-11-30,
P00616,Product_616,圖書,Brand_A,1331,1110,588g,EMP0001,2024-11-21,
P00617,Product_617,家居,Brand_A,1671,1255,4253g,EMP0001,2025-05-22,
P00618,Product_618,3C,Brand_H,761,563,43x49x40cm,EMP0000,2024-08-30,
P00619,Product_619,3C,Brand_G,1551,1427,85x74x98cm,EMP0002,2025-03-06,
P00620,Product_620,食品,Brand_J,2904,2348,69x74x95cm,EMP0002,2025-02-13,2025-06-04
P00621,Product_621,家居,Brand_C,2265,1819,264g,EMP0003,2025-05-22,2025-07-11
P00622,Product_622,食品,Brand_A,1799,1275,3013g,EMP0002,2024-08-27,
P00623,Product_623,食品,Brand_J,3758,3098,4227g,EMP0003,2025-02-28,
